exact sum,estimated sum,solution 1 min,solution 1 max,solution 2 min,solution 2 max,sum ratio,exact runtime(ms),sampled runtime(ms),runtime improvement(%)
104110699,102505562,-4.634E7,4.634E7,-2.2724983888224196E7,2.5253809401911702E7,0.015417598915554298,328,16,0.9512195121951219
493636430,489521972,-2.5099999999999995E9,2.5099999999999995E9,-4.6121294896456206E8,4.789536400224325E8,0.008334996669512418,1887,46,0.9756226815050344
350460340,346092417,-2.5099999999999995E9,2.5099999999999995E9,-3.2927554685005516E8,3.9050231023889714E8,0.012463387440644496,1966,39,0.9801627670396744
386980644,386027919,-1.3302799999999995E9,1.3302799999999995E9,-2.5082341959776306E8,2.687072117308668E8,0.002461944840838086,1560,36,0.9769230769230769
83741762,86530977,-1.8136E8,1.8136E8,-3.867367155192147E7,4.238202669952528E7,0.03330733595025144,564,367,0.349290780141844
224104132,219226755,-2.5099999999999995E9,2.5099999999999995E9,-2.1121338868359447E8,2.696918692812276E8,0.02176388697732713,882,130,0.8526077097505669
251558991,244890577,-2.5099999999999995E9,2.5099999999999995E9,-2.3624179221561873E8,2.5549222693699196E8,0.026508350878224028,997,33,0.966900702106319
3224044,3367825,-3110000.0,3110000.0,-2436947.1487092786,2921591.214188178,0.044596475730480103,221,12,0.9457013574660633
130837370,129538952,-2.5099999999999995E9,2.5099999999999995E9,-1.235751762180896E8,3.258276536761167E8,0.009923907825417157,879,32,0.9635949943117179
251496836,251637360,-3.9643E8,3.9643E8,-8.221846791683464E7,8.981569968034336E7,5.587505681383601E-4,817,24,0.9706242350061199
345455819,338751872,-2.5099999999999995E9,2.5099999999999995E9,-3.28244039605241E8,1.81508128957084E8,0.01940609082633516,1005,36,0.9641791044776119
403573364,399758126,-2.5099999999999995E9,2.5099999999999995E9,-3.7711665346726066E8,4.699074376705247E8,0.009453641742322718,1491,50,0.9664654594232059
443763535,440161578,-2.5099999999999995E9,2.5099999999999995E9,-4.151081227516088E8,4.722298764091944E8,0.008116838622172955,1575,44,0.9720634920634921
177590204,172452161,-2.5099999999999995E9,2.5099999999999995E9,-1.664025883578906E8,2.5347810190454525E8,0.028932018119648087,789,32,0.9594423320659062
39917437,40757850,-4.346000000000001E7,4.346000000000001E7,-1.2818262543403337E7,1.518418201157422E7,0.021053781584223455,359,16,0.9554317548746518
397798756,395576911,-9.1563E8,9.1563E8,-1.7601884263742763E8,1.907017029343909E8,0.005585349291539765,1101,31,0.971843778383288
156270045,154660676,-2.5099999999999995E9,2.5099999999999995E9,-1.4823372516711095E8,3.0484938531640536E8,0.010298640408019337,870,33,0.9620689655172414
303052005,296533711,-2.5099999999999995E9,2.5099999999999995E9,-2.891257588276221E8,1.0022562937681255E8,0.021508829812889704,800,32,0.96
477949099,473446700,-2.5099999999999995E9,2.5099999999999995E9,-4.473650724354635E8,4.51208323698355E8,0.009420247908030893,2712,44,0.9837758112094396
238804119,233118954,-2.5099999999999995E9,2.5099999999999995E9,-2.2519601516581064E8,2.417487458455685E8,0.023806812980474594,944,33,0.965042372881356
80410987,82840171,-1.6698E8,1.6698E8,-3.5841793287665E7,3.959386219422591E7,0.030209603073271567,548,20,0.9635036496350365
